"","account_num","address","bank_name","id","industry","legal_form","location","name","phone","tax_num"
"322","000300000002339288","БУЛЕВАР 8-ми СЕПТЕМВРИ 21/-","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5376947","Трговија со автомобили и моторни возила од лесна категорија","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-КАРПОШ","Трговско друштво за трговија со возила и резервни делови ТОЈОТА АВТО ЦЕНТАР ДООЕЛ експорт-импорт Скопје","02/3088-800","MK4030000376850"
"323","000210059004330185","1732 4","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","5900433","Изградба на станбени и нестанбени згради","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ-ЦЕНТАР","Друштво за градеЖништво, трговија и услуги ИММОРЕКС МАКЕДОНИЈА ДОО Скопје","02/3215-799","MK4030004519621"
"324","000530000101843192","КАДИНО 8 5","ОХРИДСКА БАНКА А.Д. - ОХРИД","7075430","Товарен патен транспорт","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","КАДИНО","Друштво за мегународен транспорт и шпедиција АН-ВИ ТРАНС ДООЕЛ Илинден","","MK4054015502999"
"325","000370011100169420","НОВО СЕЛО 51/23","","5310156","Трговија на големо со фармацевтски производи","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","НОВО СЕЛО","Друштво за производство, трговија и услуги ГАЛАФАРМ 2 Елеонора ДООЕЛ Експорт-Импорт Скопје","02/2050-020","MK4030999369082"
"326","000210069091670197","НИКОЛА ПАРАПУНОВ 1А","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","6909167","Посредување во трговијата со горива  руди  метали и индустриски хемикалии","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-КАРПОШ","Друштво за производство, трговија и услуги ПАНАКОМ ТРЕЈД ИНТЕРНАЦИОНАЛ ДООЕЛ увоз-извоз Скопје","02/3090-190","MK4057013523173"
"327","000530010100611534","ЈАНЕ САНДАНСКИ 27","ОХРИДСКА БАНКА А.Д. - ОХРИД","5819741","Производство на вино од грозје","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СТОЈАКОВО","Трговско друштво за производство и промет ДИВИНО ДОО експорт-импорт с.Стојаково Богданци","02 2520840","MK4030003494676"
"328","000530010101608694","НИКОЛА ТЕСЛА 22/2-3","ОХРИДСКА БАНКА А.Д. - ОХРИД","6883249","Инженерство и со него поврзано техничко советување","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-КАРПОШ","Друштво за проектирање и инЖенеринг ЦЕНТАР ЗА ВОДНИ ТЕХНОЛОГИИ ДООЕЛ  Скопје","","MK4080013538210"
"329","000300000003982468","АЛБЕРТ АЈНШТАЈН 9-1/1","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","7133111","Посредување во трговијата со горива  руди  метали и индустриски хемикалии","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-ЦЕНТАР","Друштвото за трговија и услуги ПЕТРОЛ ПЛУС ДООЕЛ Скопје","","MK4080016559391"
"330","000200000004128021","БУЛЕВАР ЈАНЕ САНДАНСКИ 94/ЛОК.1","СТОПАНСКА БАНКА АД СКОПЈЕ","4121058","Трговија на големо со хемиски производи","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ - АЕРОДРОМ","Друштво за трговија, услуги и производство ПАНКОМЕРЦ Владимир и Александар ДОО увоз-извоз Скопје","02/2446-315","MK4030989167074"
"331","000300000000033695","ДАМЕ ГРУЕВ 14","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","4077890","Издавање и управување со сопствен недвижен имот или недвижен имот земен под закуп (лизинг)","АКЦИОНЕРСКО ДРУШТВО","СКОПЈЕ-ЦЕНТАР","Друштво за промет и услуги ИНТЕКС АД Скопје","02/3117-011","MK4030995128617"
"332","000530010101669319","шАРСКИ ОДРЕД 7/1-2","ОХРИДСКА БАНКА А.Д. - ОХРИД","6920713","Агенција за маркетинг","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-ЦЕНТАР","Друштво за маркетинг трговија и услуги МЕДИМПЕКС - ПЛУС ДООЕЛ Скопје","075/205-573","MK4080013541157"
"333","000530010101641674","УЛИЦА 1632 39","ОХРИДСКА БАНКА А.Д. - ОХРИД","6915558","Производство на леб; слатки (колачи торти) во свежа состојба и бисквити (кекси)","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ-Г. БАБА","Друштво за производство,трговија и услуги СОЕР БЕЈКЕРИ експорт-импорт ДОО Скопје","","MK4043013514734"
"334","000530010101245235","ФРЕДЕРИК ШОПЕН 10","ОХРИДСКА БАНКА А.Д. - ОХРИД","6556850","Трговија на мало со облека во специјализирани продавници","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-К. ВОДА","Друштво за производство, услуги и трговија МОДЕРН ЛИВИНГ ДООЕЛ Скопје","","MK4032010504990"
"335","000280000000031009","ПЕРО НАКОВ 25/-","АЛФА БАНКА А.Д. СКОПЈЕ","5479363","Трговија со автомобили и моторни возила од лесна категорија","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ-Г. БАБА","Друштво за трговија и услуги КИА МОТОРС МАЦЕДОНИА ДОО увоз извоз Скопје","02/2580-300","MK4030000420302"
"336","000530010100557505","ПЕРО НАКОВ ББ","ОХРИДСКА БАНКА А.Д. - ОХРИД","4725271","Трговија на големо со месо и производи од месо","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ-Г. БАБА","Друштво за производство и трговија ТУ - ГАЈС Роберт и др.ДОО Скопје","02/2551-370","MK4030993182525"
"337","000530010101501412","ДАМЕ ГРУЕВ 14","ОХРИДСКА БАНКА А.Д. - ОХРИД","6788122","Одгледување на жита (освен ориз)  мешункасти растенија и маслодајно семе","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ-ЦЕНТАР","Друштво за земјоделско производство и промет ГОЦЕ ДЕЛчЕВ НАОВО ДОО Скопје","","MK4080012529102"
"338","000300000000100334","СВ.КИРИЛ И МЕТОДИЈ 50/Избрисх","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5120276","Трговија на големо со фармацевтски производи","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-ЦЕНТАР","Друштво за трговија, производство и услуги ПРОМЕДИКА ДООЕЛ Скопје","02/3218-080","MK4030996205194"
"339","000530010100487859","1510 4","ОХРИДСКА БАНКА А.Д. - ОХРИД","5932084","Поставување на столарија","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ-К. ВОДА","Друштво за производство, промет и градеЖништво ВЕЛАН ИНЖЕНЕРИНГ ДОО експорт-импорт Скопје","070/215-501","MK4030004529988"
"340","000270000000102610","20-ТИ ОКТОМВРИ 19","ХАЛК БАНКА АД СКОПЈЕ","5115850","Трговија на големо со други машини и опрема","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-ЦЕНТАР","Друштво за трговија и услуги КОНчАР-ИНГ ДООЕЛ Скопје","3246-600","MK4030995218179"
"341","000300000001588508","БУЛЕВАР КУЗМАН ЈОСИФОВСКИ 30/3-1","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5117658","Сметководствени  книговодствени и ревизорски работи; даночно советување","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ - АЕРОДРОМ","Друштво за финансиски консалтинг ТИМ КОНСАЛТИНГ ДОО Скопје","02/2461-626","MK4030996273114"
"342","000210057256310160","МЕТОДИЈ АНДОНОВ ЧЕНТО 3","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","5725631","Трговија на големо со цврсти  течни и гасовити горива и слични производи","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ-Г. БАБА","Друштво за внатрешен и надворешен промет СЕРВИС ПЕТРОЛ ДОО Скопје","02/2531-222","MK4030003468101"
"343","000530000101296791","МАКЕДОНСКА 15","ОХРИДСКА БАНКА А.Д. - ОХРИД","6600174","Производство на електрична енергија","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","МАКЕДОНСКА КАМЕНИЦА","Друштво за производство, трговија, промет и услуги СОЛАРСАНС КМ ДООЕЛ увоз-извоз Македонска Каменица","070/383-547","MK4057010507002"
"344","000300000000086172","СКУПИ 3 55/-","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","4901983","Трговија на големо со фармацевтски производи","АКЦИОНЕРСКО ДРУШТВО","СКОПЈЕ-КАРПОШ","Акционерско друштво за производство на лекови, медицинска опрема и материјал, промет и услуги Д-Р ПАНОВСКИ Скопје","02/3093-600","MK4030994193660"
"345","000210056970180142","БОСНА И ХЕРЦЕГОВИНА 11А/-","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","5697018","Неспецијализирана трговија на големо со храна  пијалаци и тутун","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ - БУТЕЛ","Друштво за трговија и услуги ЕУРО ТАБАК ДОО Скопје","02/2612-773","MK4030002459583"
"346","000380105795700150","МИЛЕ ПОПЈОРДАНОВ 28","ПРОКРЕДИТ БАНКА АД СКОПЈЕ","5933749","Трговија на големо со фармацевтски производи","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-КАРПОШ","Друштво за трговија и услуги  МЕДИКАНОВА ДООЕЛ Скопје","3081-507","MK4030005530092"
"347","000380177062307183","КРЧИН 11-а","ПРОКРЕДИТ БАНКА АД СКОПЈЕ","5731305","Трговија на мало со музички и видео записи во специјализирани продавници","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-КАРПОШ","МИМИ МУЗИКА промет со музички инструменти и опрема ДООЕЛ увоз-извоз Скопје","","MK4030003469566"
"348","000300000001924516","КАМНИК ББ","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5882745","Ресторани и останати објекти за подготовка и послужување на храна","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ-Г. БАБА","Друштво за угостителство, трговија и услуги МИКЕИ ХАНТИНГ КЛУБ ДОО увоз извоз Скопје","02/2523522","MK4030004514204"
"349","000300000000883027","УЛ.5 С.БРАЗДА 70","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5567742","Поправки,неспоменати на друго место","","БРАЗДА","НЕОН РЕКЛАМ БОЖИДАР ПОПОВСКИ","","MK5030991142716"
"350","000210061971320110","БУЛ.КОЧО РАЦИН 17","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","6197132","Издавање и управување со сопствен недвижен имот или недвижен имот земен под закуп (лизинг)","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ-ЦЕНТАР","Друштво за производство, трговија, угостителство и услуги ТИМОХ увоз-извоз ДОО Скопје","","MK4020007147258"
"351","000300000001251821","МИЛЕ ПОПЈОРДАНОВ 40/41","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","4594657","Друг патнички копнен транспорт  неспомнат на друго место","","СКОПЈЕ-КАРПОШ","Друштво за производство,услуги и трговија на големо и мало БАРОН-КОМЕРЦ Сашо ДООЕЛ увоз-извоз Скопје","091/380-898","MK4030993232581"
"352","000300000001516631","АРХИМЕДОВА бб","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5691427","Останати услуги во врска со информатичката технологија и компјутерите","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-ЦЕНТАР","Друштво за промет и услуги ГЛОБАЛ НЕТ ДООЕЛ  увоз извоз Скопје","3103-672","MK4030002457572"
"353","000200000031016809","МИРЧЕ АЦЕВ 76","СТОПАНСКА БАНКА АД СКОПЈЕ","5337402","Производство на леб и пецива во свежа состојба","","ТРУБАРЕВО","КАЈ МИЧО Т.П. БУРЕКЏИЛНИЦА МИОДРАГ МИЛИВОЈЕ ДИМИТРИЈЕВИЌ","071/317-165","MK5030999200740"
"354","000200000008519890","ОРЦЕ НИКОЛОВ 71","СТОПАНСКА БАНКА АД СКОПЈЕ","4284003","Трговија на мало со цвеќе  садници  семе  Ѓ","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ-ЦЕНТАР","Друштво за производство,трговија и услуги АГРО-МИКС  ДОО експорт-импорт Скопје","02/3165-913","MK4030991202430"
"355","000300000000222360","ПАРИСКА 9/-","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5515483","Останати стручни  научни и технички дејности  неспомнати на друго место","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ-КАРПОШ","Р С Б КОНСАЛТИНГ Друштво за деловни активности ДОО Скопје","02/5210-171","MK4030001413377"
"356","000210054952610115","ЛАЗАР ЛИЧЕНОВСКИ бб","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","5495261","Неспецијализирана трговија на големо","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-ЦЕНТАР","Трговско друштво за производство и трговија на големо и мало ГЕНТРА ДООЕЛ увоз-извоз Скопје","02/116-236","MK4030000411478"
"357","000300000002049743","4 99/-","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5953081","Трговија на мало со електрични апарати за домаќинствата во специјализирани продавници","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ - САРАЈ","Друштво за производство, промет и услуги АК-САРАЈ-ТРЕЈД ДООЕЛ увоз-извоз Сарај","070/346-859","MK4030005539880"
"358","000380104676400175","ВОЈДАН ЧЕРНОДРИНСКИ 42","ПРОКРЕДИТ БАНКА АД СКОПЈЕ","6000541","Друга трговија на мало со нови производи во специјализирани продавници","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-ЦЕНТАР","Друштво за производство трговија услуги туризам транспорт  ЕУРОБАЛКАН-АС ДООЕЛ увоз-извоз Скопје","070/687-463","MK4030005553947"
"359","000200000033617185","ДАМЕ ГРУЕВ К3 БЦ П.БЈАНКА 16 ЛОК.3","СТОПАНСКА БАНКА АД СКОПЈЕ","5418534","Дејности на туристичките агенции","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ-ЦЕНТАР","Друштво за туризам консалтинг услуги и трговија КАЛИПСО ТУРС ДООЕЛ увоз-извоз Скопје","02/3122-166","MK4030000385132"
"360","000200001821091669","СКУПИ 67","СТОПАНСКА БАНКА АД СКОПЈЕ","6382380","Трговија на големо со делови и прибор за моторни возила","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-КАРПОШ","Друштво за производство,трговија,промет и услуги МАКОРБИТАЛ ДООЕЛ увоз-извоз Скопје","078/430-676","MK4030008037630"
"361","000210060030100141","3ИТРОПОЛИТ ТЕОДОСИЈ ГОЛОГ 70а лок 11","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","6003010","Изградба на станбени и нестанбени згради","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-КАРПОШ","Друштво за градеЖништво трговија и услуги БУЛМАК ГРУП ДООЕЛ увоз-извоз Скопје","02/3063-390","MK4030005554455"
"362","000300000001903564","11-ТИ ОКТОМВРИ 25/к7/703","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5872219","Сметководствени  книговодствени и ревизорски работи; даночно советување","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-ЦЕНТАР","Друштво за трговија и услуги шАХПАСКА КНИГОВОДСТВЕНО БИРО ДООЕЛ извоз-увоз Скопје","02/3112-897","MK4030004510837"
"363","000300000000029039","5 9/-","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","4269381","Трговија на големо со хемиски производи","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","РЖАНИЧИНО","Друштво за производство,промет и услуги РАДОМАК увоз-извоз ДОО с.РЖаничино, Петровец","02/2561-571","MK4030996102352"
"364","000200000013351169","БУЛЕВАР КУЗМАН ЈОСИФОВСКИ 28/3-ло.18","СТОПАНСКА БАНКА АД СКОПЈЕ","4497635","Неспецијализирана трговија на големо","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ - АЕРОДРОМ","Друштво за производство, трговија на големо и мало и услуги МАР-САЖ Ташко ДООЕЛ извоз-увоз Скопје","091/372-982","MK4030992194120"
"365","000530010100614541","ВАСИЛ ГЛАВИНОВ 3/-","ОХРИДСКА БАНКА А.Д. - ОХРИД","4773829","Патнички воздухопловен  транспорт","АКЦИОНЕРСКО ДРУШТВО","СКОПЈЕ-ЦЕНТАР","МАКЕДОНСКИ АВИОТРАНСПОРТ Друштво за воздушна пловидба АД Скопје","02/292-333","MK4030994152786"
"366","000200001533857403","ПЕЈУ ЈАВОРОВ 6","СТОПАНСКА БАНКА АД СКОПЈЕ","6235379","Товарен патен транспорт","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ-К. ВОДА","Друштво за трговија транспорт и услуги МАГ ЛОГИСТИКС ДОО увоз-извоз Скопје","072/213-405","MK4030007637307"
"367","000530010100533449","3/1-11","ОХРИДСКА БАНКА А.Д. - ОХРИД","5998310","Друга трговија на мало во неспецијализирани продавници","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-К. ВОДА","Друштво за производство, трговија и услуги ЗИЗ МОБИЛ ДООЕЛ Скопје","","MK4030005552401"
"368","000300000001431659","ИВАН МИЛУТИНОВИЌ 14/1-2","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5525080","Изградба на други објекти од нискоградба  неспомнати на друго место","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-ЦЕНТАР","Друштво за производство, трговија и услуги ЕКСИКО ДООЕЛ Скопје","2465-106","MK4030001417852"
"369","000300000000927453","ТОДОР АЛЕКСАНДРОВ 4","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5042682","Неспецијализирана трговија на големо","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ-ЦЕНТАР","Друштво за производство и трговија МИГРОС ТЕХНИКА  ДОО Скопје","02/3218-821","MK4030995138965"
"370","000530010101684257","ДРЕЗДЕНСКА 15/3-8","ОХРИДСКА БАНКА А.Д. - ОХРИД","6946089","Управувачки дејности","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ-КАРПОШ","Друштво за трговија и услуги ХИДРО ХОЛДИНГ ДОО Скопје","","MK4057014525110"
"371","000210061313870115","НАРОДЕН ФРОНТ 19аЛ54ТЦБХ","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","6131387","Трговија на мало со обувки и предмети од кожа во специјализирани продавници","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ-ЦЕНТАР","Друштво за трговија и услуги ИЗИ СТЕП ДОО експорт-импорт Скопје","","MK4030006600990"
"372","000210063835720153","БУЛЕВАР ВОЈВОДИНА 4/","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","6383572","Дејности на жичани телекомуникации","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-Г. БАБА","Друштво за телекомуникациски услуги ТЕЛЕСМАРТ ТЕЛЕКОМ ДООЕЛ увоз-извоз Скопје","02/2445-800","MK4030008038040"
"373","000530010100657609","8-МИ СЕПТЕМВРИ 13","ОХРИДСКА БАНКА А.Д. - ОХРИД","6125646","Издавање и управување со сопствен недвижен имот или недвижен имот земен под закуп (лизинг)","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-КАРПОШ","Друштво за изградба, управување и издавање на повеќенаменска сала БОРИС ТРАЈКОВСКИ ДООЕЛ-Скопје","02/3089-600","MK4030006599355"
"374","000300000000304228","ПАНчЕ НЕДЕЛКОВСКИ 62/-","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5242169","Трговија на мало со компјутери  периферни единици и софтвер во специјализирани продавници","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-ЧАИР","Трговско друштво за промет и услуги ДЕЛФИ ЦД Виолета ДООЕЛ експорт-импорт Скопје - во ликвидација","","MK4030998350914"
"375","000300000000010415","БУЛ.8-МИ СЕПТЕМВРИ-ДЦ.ХИП 16","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","4417976","Сметководствени  книговодствени и ревизорски работи; даночно советување","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-КАРПОШ","Друштво за консултантски услуги ПРАЈСВОТЕРХАУСКУПЕРС ДООЕЛ Скопје","3140-901","MK4030992153840"
"376","000300000002389922","ГАВРИЛ КОНСТАНТИНОВИЌ 29-бГТЦЛИС","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","6163807","Трговија на мало со месо и производи од месо во специјализирани продавници","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ - АЕРОДРОМ","Друштво за производство, трговија и услуги СТОКОМЕС ПРО ДООЕЛ увоз-извоз Скопје","02/2400-409","MK4030006612564"
"377","000320000000082553","БУЛ.3-ТА МАКЕД.БРИГАДА 60","ЦЕНТРАЛНА КООПЕРАТИВНА БАНКА АД СКОПЈЕ","6269125","Дејности на библиотеките и архивите","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ - АЕРОДРОМ","Друштво за производство, промет и услуги В.И - БИБЛО ДООЕЛ Скопје","","MK4030007001925"
"378","000530000101064670","18 6/-","ОХРИДСКА БАНКА А.Д. - ОХРИД","6447392","Услужни дејности поврзани со копнениот превоз","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ИНЏИКОВО","Друштво за производство,трговија и услуги ЛАСТЕ АЛАРМ-ДГ ДООЕЛ увоз-извоз с.Инџиково Скопје","","MK4043009500044"
"379","000530010101084021","СТРУМИЧКА 8/2-13","ОХРИДСКА БАНКА А.Д. - ОХРИД","6455441","Изградба на станбени и нестанбени згради","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-ЧАИР","Друштво за градеЖништво, трговија и услуги МЕЛИМЕЈТ ИНВЕСТМЕНТ ДООЕЛ Скопје","","MK4082009500309"
"380","000530010400512254","ИВАН МИЛУТИНОВИЌ 35-а","ОХРИДСКА БАНКА А.Д. - ОХРИД","5965802","Такси служба","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-ЦЕНТАР","ДРУШТВО ЗА ТАКСИ ПРЕВОЗ,ТРГОВИЈА И УСЛУГИ БЕЛИНСКИ Д.О.О.Е.Л. ЕКСПОРТ-ИМПОРТ СКОПЈЕ","02/3216-169-","MK4030005542147"
"381","000530010101797456","БУЛ. ПАРТИЗАНСКИ ОДРЕДИ 155-1/м.3","ОХРИДСКА БАНКА А.Д. - ОХРИД","7037678","Одгледување на саден материјал","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-КАРПОШ","Друштво за проектирање, производство и трговија со саден материјал ХОРТИ ЕКСПЕРТ-УРБАН ГРУП ДООЕЛ Скопје","070/390-100","MK4057015528954"
"382","000210053985410117","ФРАНКЛИН РУЗВЕЛТ 1/5","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","5398541","Трговија на големо со жита  суров тутун  семе и добиточна храна","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-ЦЕНТАР","Друштво за производство, промет и услуги ПАшОСКИ ТУТУНСКИ ДИЛЕР ДООЕЛ Скопје ПАСОСКИ ТОБАЦЦО ДЕАЛЕР ЛТД Скопје","02/3086-830","MK4030000380580"
"383","000300000001517116","МИТО ХАЏИ ВАСИЛЕВ ЈАСМИН 50","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5130832","Услужни дејности поврзани со водниот превоз","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","СКОПЈЕ-ЦЕНТАР","Трговско друштво за превоз и услуги  БЛУ БЕЛ МАРИТАЈМ  ДОО Скопје","091/130-106","MK4030996117783"
"384","000300000001715481","ДИМИТРИЈА ЧУПОВСКИ 19/2","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5764220","Останати стручни  научни и технички дејности  неспомнати на друго место","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-ЦЕНТАР","Друштво за производство, трговија и услуги ТИМАК РЕПРЕЗЕНТ-КОМПАНИ ДООЕЛ експорт-импорт Скопје","02/3117-620","MK4030003480098"
