"","account_num","address","bank_name","id","industry","legal_form","location","name","phone","tax_num"
"4896",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4897",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4898","000210061200590120","ДИМКО НАЈДОВ 60/-","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","6120059","Градски и приградски патнички копнен транспорт","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за транспорт,трговија и услуги  ИРЕНА ВЕЛ ДООЕЛ увоз-извоз Велес","043/222-190","MK4004006119190"
"4899","000300270000008898","ВАРДАРСКА 50","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","4231660","Подготовка и предење на текстилни влакна","АКЦИОНЕРСКО ДРУШТВО","ВЕЛЕС","Друштво за производство на предиво и конец ВЕТЕКС АД Велес","043/234-455","MK4004991106200"
"4900",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4901",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4902","000300270000085140","ВАСИЛ ИЉОВСКИ 85","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","6520324","Трговија на големо со метална стока  цевки  уреди и опрема за водовод и централно греење","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за производство, трговија и услуги ИНСА-ВОДАИНЖИЊЕРИНГ ДООЕЛ извоз-увоз Велес","043/228/670","MK4004009504184"
"4903",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4904",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4905",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4906","000380477241601192","ГОЦЕ ДЕЛЧЕВ 6","ПРОКРЕДИТ БАНКА АД СКОПЈЕ","6904459","Правни работи","","ВЕЛЕС","АДВОКАТ ТРАЈЧЕ ТРАЈКОВСКИ ВЕЛЕС","078/444-408","MK5004013506187"
"4907","000300270000008704","АСНОМ 10","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","4135083","Трговија на големо со дрва  градежен материјал и санитарна опрема","ЗАШТИТНО ДРУШТВО","ВЕЛЕС","Друштво за вработување на инвалидни лица за трговија на големо и мало ТРГОшПЕД  ДООЕЛ увоз-извоз Велес","093/34-644","MK4004990101590"
"4908",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4909",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4910","000210049917290160","РАШТАНСКИ ПАТ 4","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","4991729","Товарен патен транспорт","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ВЕЛЕС","Друштво за транспорт и трговија ТРГОшПЕД ТРАНС  ДОО увоз-извоз Велес","093/34-644","MK4004995101530"
"4911",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4912",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4913","000200001872061774","НАСЕЛЕНО МЕСТО БЕЗ УЛИчЕН","СТОПАНСКА БАНКА АД СКОПЈЕ","6160522","Производство на други производи од пластични маси","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ДОЛНО ОРИЗАРИ","Друштво за производство и трговија РОНТИС ДООЕЛ Велес","","MK4004006120210"
"4914",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4915","000300270000001720","ПЕТАР ДЕЉАН 7-2/5","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","4455843","Одгледување на жита (освен ориз)  мешункасти растенија и маслодајно семе","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","СКОПЈЕ-К. ВОДА","Друштво за производство трговија и услуги СОКОЛ извоз-увоз ДООЕЛ Скопје","043/523-348","MK4030992240823"
"4916",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4917","000530100401538849","8-МИ СЕПТЕМВРИ 48/1","ОХРИДСКА БАНКА А.Д. - ОХРИД","5614163","Правни работи","","ВЕЛЕС","АДВОКАТ КОСТА НОЈКОВ ВЕЛЕС","093/31-893","MK5004994101335"
"4918",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4919",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4920","000380070599100188","БЛАГОЈ ГОРЕВ 89","ПРОКРЕДИТ БАНКА АД СКОПЈЕ","6996493","Подготовка и послужување на пијалаци","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за производство,трговија и услуги АКВАРИУС ПРАЈМ ДООЕЛ увоз-извоз Велес","","MK4004014511946"
"4921",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4922",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4923",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4924",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4925",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4926",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4927",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4928",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4929","000200000011987349","АКАДЕМИК ПЕНЧО ДАВЧЕВ 73","СТОПАНСКА БАНКА АД СКОПЈЕ","4435133","Трговија со мотоцикли и делови и прибор за мотоцикли  одржување и поправка на мотоцикли","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за производство трговија и услуги ДОМИНИК ДООЕЛ Велес","093/225-102","MK4004992100362"
"4930",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4931",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4932",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4933","000200000007772602","БОРИС ТРАЈКОВСКИ 18","СТОПАНСКА БАНКА АД СКОПЈЕ","4249933","Друг патнички копнен транспорт  неспомнат на друго место","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за автотранспорт, трговија и услуги ПАН-ПРОМЕТ извоз-увоз ДООЕЛ Велес","070/265/027","MK4004991104038"
"4934","000530100101451210","ЦАР САМОИЛ 8","ОХРИДСКА БАНКА А.Д. - ОХРИД","6566839","Подготовка и послужување на пијалаци","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за производство, трговија и услуги  АСГ извоз-увоз ДООЕЛ Велес","070/806-049","MK4004010505062"
"4935",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4936",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4937",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4938",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4939","000500000000954992","ВАРДАРСКА 218","СТОПАНСКА БАНКА АД БИТОЛА","6578314","Производство на друг мебел","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за производство трговија и услуги ДЕКОР-АС извоз увоз ДООЕЛ Велес","043-234-101","MK4004010505194"
"4940",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4941","000300270000006473","БЛАГОЈ АБРАШЕВ 1","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","4245725","Трговија на мало во неспецијализирани продавници  претежно со храна  пијалаци и тутун","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за производство трговија угостителство и услуги ТИВЕКО извоз-увоз ДООЕЛ Велес","043/232-073","MK4004991101810"
"4942",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4943",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4944","000500000000599002","АЛЕКСО ДЕМНИЕВСКИ - БАУМА 18/-","СТОПАНСКА БАНКА АД БИТОЛА","4055306","Производство на масла и масти","АКЦИОНЕРСКО ДРУШТВО","ВЕЛЕС","Прехранбена индустрија БЛАГОЈ ГОРЕВ АД Велес","043/233-855","MK4004996104125"
"4945",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4946",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4947",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4948",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4949",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4951","000210060266990146","БЛАГОЈ ЃОРЕВ 104 Б/81","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","6026699","Неспецијализирана трговија на големо со храна  пијалаци и тутун","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за трговија и услуги ЕТЕ КОМПАНИ ДООЕЛ увоз-извоз Велес","043/226-658","MK4004005117771"
"4952",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4953","000210065519040111","ГОЦЕ ДЕЛЧЕВ ББ","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","6551904","Правни работи","","ВЕЛЕС","АДВОКАТ БОЈАН МАНЕВ ВЕЛЕС","","MK5004010503136"
"4954",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4955","000530000401338743","МАРШАЛ ТИТО 31-3","ОХРИДСКА БАНКА А.Д. - ОХРИД","6645682","Други правни работи","","ВЕЛЕС","ИЗВРШИТЕЛ КРСТЕ ТРАЈКОВСКИ ВЕЛЕС","043-212-722","MK5004010503772"
"4956",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4957",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4958","000380453602400104","НЕРЕТВА бб","ПРОКРЕДИТ БАНКА АД СКОПЈЕ","5746710","Трговија на мало во продавници,претежно со храна,пијалаци и тутун","","ВЕЛЕС","ПЕПИДА Т.П. ТРГ. НА МАЛО СУЗАНА НОЕ АРСОВСКА ВЕЛЕС","043/230-064","MK5004003111303"
"4959","000300000003981595","МОША ПИЈАДЕ 2","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","4025547","Производство на готова храна за животни на фарма (домашни животни)","АКЦИОНЕРСКО ДРУШТВО","ВЕЛЕС","Друштво за производство и промет на млинарско пекарски производи и сточна храна ЖИТО ВАРДАР АД увоз извоз Велес-во стечај","043/612-901","MK4004989100238"
"4960",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4961","000380477250303159","КИРИЛ ПЕЈЧИНОВИЌ 3","ПРОКРЕДИТ БАНКА АД СКОПЈЕ","6510485","Сметководствени  книговодствени и ревизорски работи; даночно советување","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за економско-правни услуги  КОНТО БИРО ДООЕЛ Велес","078/428-440","MK4004009503820"
"4962",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4963","000210063229560169","БЛАГОЈ ГОРЕВ 97/2-6","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","6322956","Трговија на големо со жита  суров тутун  семе и добиточна храна","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за производство,трговија и услуги АГРАР ТРЕЈД ДООЕЛ увоз-извоз Велес","231-572","MK4004008501017"
"4964",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4965",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4966","000500000001021825","АНГЕЛКО ПАЛАШЕВ 1","СТОПАНСКА БАНКА АД БИТОЛА","7073780","Товарен патен транспорт","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за транспорт, трговија и услуги АНДРЕЈ-ТРЕЈДИНГ ДООЕЛ увоз-извоз Велес","043/232-007","MK4004015513101"
"4967","000200000006730919","МИЛАН СТРАЧКОВСКИ бб","СТОПАНСКА БАНКА АД СКОПЈЕ","4212193","Трговија на мало со облека во специјализирани продавници","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за производство,трговија и услуги МАРИЈА-КОМЕРЦ ДООЕЛ увоз-извоз Велес","093/31-575","MK4004991103554"
"4968","000200001585787711","АКАДЕМИК ПЕНЧО ДАВЧЕВ 200","СТОПАНСКА БАНКА АД СКОПЈЕ","6264867","Производство на керамички плочки и подни плочи","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за производство ,трговија и услуги ЕЛСА-ЕС ДООЕЛ експорт-импорт Велес","070-363-407","MK4004007500092"
"4969",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4970","000530010101468335","АКАДЕМИК ПЕНЧО ДАВЧЕВ 152","ОХРИДСКА БАНКА А.Д. - ОХРИД","6756000","Останати придружни дејности во превозот","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за транспорт и придруЖни дејности во превоз ИТАЛЕУРОМАК ДООЕЛ експорт-импорт Велес","212-983","MK4004012508000"
"4971","000300270000005988","ИГМАНСКА 107","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","5295815","Производство на амбалажа од пластични маси за пакување","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за  производство и преработка на пвц фолија ВЕЛЕПЛАСТ извоз-увоз ДООЕЛ Велес","071/945-515","MK4004999109314"
"4972",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4973","000210061195300128","РАШТАНСКИ ПАТ ББ","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","6119530","Трговија со мотоцикли и делови и прибор за мотоцикли  одржување и поправка на мотоцикли","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за трговија и услуги МОТО ТОП ДООЕЛ увоз-извоз Велес","","MK4004006119140"
"4974",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4976",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4977","000530010100982656","ДИМИТАР ВЛАХОВ 46","ОХРИДСКА БАНКА А.Д. - ОХРИД","6407609","Производство на други производи од гума","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за производство,трговија и услуги  АГРО-ДУшЛУК извоз-увоз ДООЕЛ Велес","","MK4004008502277"
"4978","000380477127600196","РАШТАНСКИ ПАТ 10","ПРОКРЕДИТ БАНКА АД СКОПЈЕ","6787274","Трговија на мало со метална стока  бои и стакло во специјализирани продавници","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за градеЖништво, производство, трговија и услуги ДЕНИ-КОМЕРЦ ЕДЕН ДООЕЛ увоз-извоз Велес","071-388 180","MK4004012508867"
"4979","","ДИМИТАР ВЛАХОВ 17","","5862833","Трговија на мало со метална стока  бои и стакло во специјализирани продавници","","ВЕЛЕС","ТАЊА 2000 Т.П.ТРГОВИЈА НА МАЛО ТАТЈАНА ЃОРЃИЕВСКА ВЕЛЕС","043/226-801","MK5004000112716"
"4980",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4981",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4982",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4983","000240290001014295","ЦАР САМОИЛ 8/-","УНИВЕРЗАЛНА ИНВЕСТИЦИОНА БАНКА АД СКОПЈЕ","6102174","Адвокатски работи","","ВЕЛЕС","ГРОЗДАНЧО СУТИНОВ АДВОКАТ","070/806-049","MK5004005114733"
"4984",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4985",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4986","-00000000000000000","ЈАНЕ САНДАНСКИ 37","","5996864","Одгледување на жита (освен ориз)  мешункасти растенија и маслодајно семе","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за производство на земјоделски и сточарски производи  АГРОКОМ-СОКОЛ извоз-увоз ДООЕЛ Велес","043/231-686","MK4004005117453"
"4987",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4988",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4989","000530010101842367","МИРКО ГРКОВ 21","ОХРИДСКА БАНКА А.Д. - ОХРИД","7074832","Малтерисување","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за производство, трговија и услуги АРХИДЕКОР-ПЛАСТ ДООЕЛ увоз-извоз Велес","078/243-033","MK4004015513179"
"4990",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4991","000300270000073209","ТОДОРЧЕ НИКОЛОВСКИ 32","КОМЕРЦИЈАЛНА БАНКА АД СКОПЈЕ","6383548","Товарен патен транспорт","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за производство, трговија и услуги ЕЛМА КОМПАНИ ДООЕЛ експорт-импорт Велес","","MK4004008501882"
"4992","000210060523980103","РАШТАНСКИ ПАТ 2","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","6052398","Товарен патен транспорт","ПРЕТП. ЗА ВРАБ. НА ИНВАЛИДИ","ВЕЛЕС","Друштво за вработување на инвалидни лица за производство трговија и услуги ТРГО ФЕР ДОО експорт-импорт Велес","043/212-560","MK4004005118182"
"4993","000530010101624990","КУЗМАН ЈОСИФОВСКИ ПИТУ 30","ОХРИДСКА БАНКА А.Д. - ОХРИД","6902235","Одгледување на свињи","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за производство трговија и услуги ЈОКА ПРОМ ДООЕЛ увоз-извоз Велес","","MK4004013510474"
"4994",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4995",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4996",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4997",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"4998","000530010101616454","КРЕСНЕНСКО ВОСТАНИЕ 1","ОХРИДСКА БАНКА А.Д. - ОХРИД","6892302","Производство на останати прехранбени производи  неспоменати на друго место","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за производство, трговија и услуги ПЕКАРА ГЕМИЏИИ ДООЕЛ експорт-импорт Велес!!! СУБЈЕКТОТ Е ВО ПОСТАПКА ЗА БРИшЕЊЕ ПО чЛЕН 552 б ОД ЗТ","","MK4004013510369"
"4999","000210066831260185","БОГЕ НИКОЛОВ 26","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","6683126","Одгледување на зеленчук  дињи и лубеници  коренест и трупкаст зеленчук","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за производство, трговија и услуги КИДИ КОМПАНИ ДООЕЛ увоз-извоз Велес","","MK4004011506860"
"5000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5002",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5003",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5004",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5005",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5006",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5007","000200000028549614","ШЕФКИ САЛИ 7","СТОПАНСКА БАНКА АД СКОПЈЕ","5258367","Неспецијализирана трговија на големо со храна  пијалаци и тутун","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за производство,трговија и услуги МАЛИНА 99 ДООЕЛ експорт-импорт Велес","093/34-634","MK4004993108766"
"5008",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5009",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5010","000200000018232597","НИКОЛА ОРОВЧАНЕЦ 11-6","СТОПАНСКА БАНКА АД СКОПЈЕ","4803396","Сметководствени  книговодствени и ревизорски работи; даночно советување","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за сметководствени, книговодствени и други консалтинг услуги  АЛЕКСАНДРА  ДООЕЛ увоз-извоз Велес","","MK4004994109383"
"5011",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5012","000380425783200132","БОГЕ НИКОЛОВ 19/-","ПРОКРЕДИТ БАНКА АД СКОПЈЕ","6268838","Одгледување на жита (освен ориз)  мешункасти растенија и маслодајно семе","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за земјоделство, трговија и услуги ВОЗ ДООЕЛ експорт-импорт Велес","","MK4025007500170"
"5013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5014",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5015",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5016",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5017","000530000101335591","МИЛАН СТРАЧКОВСКИ 18","ОХРИДСКА БАНКА А.Д. - ОХРИД","6643671","Трговија на големо со облека и обувки","ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ","ВЕЛЕС","Друштво за посредување, трговија и услуги УРБАН СТИЛ-БС ДОО увоз-извоз Велес","","MK4004010506255"
"5018",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5019","000200000028340094","БЛАГОЈ ГОРЕВ 93","СТОПАНСКА БАНКА АД СКОПЈЕ","5250978","Трговија на мало со облека во специјализирани продавници","","ВЕЛЕС","МАРИЈА-К Т.П. ПРОДАВ.ЗА ТЕКСТИ ГАЛАБА ОРДАН ТЕМЕЛКОВСКА","093/31-575","MK5004990103635"
"5020","000210056747860119","НАСЕЛБА БЕЗ УЛИЧЕН СИСТЕМ","НЛБ ТУТУНСКА БАНКА АД СКОПЈЕ","5674786","Друга трговија на мало вон продавници  тезги и пазари","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","БУЗАЛКОВО","Друштво за производство трговија и услуги 7 БРАќА  ИМЕРОВСКИ увоз-извоз ДООЕЛ с.Бузалково,Велес","070/711-643","MK4004002114259"
"5021","000530010101582989","ДАМЕ ГРУЕВ 55","ОХРИДСКА БАНКА А.Д. - ОХРИД","6861334","Изградба на станбени и нестанбени згради","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ВЕЛЕС","Друштво за градеЖништво трговија и услуги ЦИД-ГРАДБА извоз-увоз ДООЕЛ Велес","","MK4004013510008"
"5022",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5023",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5024","000380477112402139","ЖИВКО ФИРФОВ 63","ПРОКРЕДИТ БАНКА АД СКОПЈЕ","6777538","Одгледување на свињи","ЗАШТИТНО ДРУШТВО","ВЕЛЕС","Друштво за вработување на инвалидни лица за производство, трговија и услуги УНИ АГРО увоз-извоз ДОО Велес","075/229-999","MK4004012508557"
"5025",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5026",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5027",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5028",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5029",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5030",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5031",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5032","000530000101546760","ТЕќЕ 1/-","ОХРИДСКА БАНКА А.Д. - ОХРИД","6827950","Товарен патен транспорт","Д.О.О.Е.Л. ДРУШТВО СО ОГРАНИЧЕНА ОДГОВОРНОСТ НА ЕДНО ЛИЦЕ","ЗАЈАС","Друштво за превоз, трговија, производство и услуги ЕУРО шПЕД ЗАЈАЗ увоз-извоз ДООЕЛ с.Зајас Кичево","075/295-239","MK4051012500376"
"5033",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5034",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5035",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5036",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5037",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5038",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5039",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Испрати"
"5040","000200001325961668","МАРшАЛ ТИТО ББ/-","СТОПАНСКА БАНКА АД СКОПЈЕ","6124445","Аптеки","ЗДРАВСТВЕНА УСТАНОВА","ГРАДСКО","Приватна здравствена установа-аптека ЕУРО МЕГА-ФАРМ Градско","","MK4004006119310"
